src;dst;capacity_mbps;delay_ms;r_link
28;199;130;3;0.9972
28;202;220;13;0.9592
28;203;596;11;0.9909
28;204;343;15;0.9963
28;210;576;10;0.9629
28;213;900;3;0.9531
28;214;898;15;0.9674
28;222;184;15;0.9868
28;233;847;5;0.9885
28;234;584;8;0.9952
28;240;412;14;0.9748
28;242;305;7;0.9553
28;243;426;11;0.9566
28;244;790;15;0.9763
28;245;227;14;0.9881
28;246;402;3;0.9758
28;247;323;4;0.9896
28;249;251;15;0.9711
29;33;422;12;0.9809
29;34;515;10;0.9942
29;44;148;11;0.9904
29;47;303;6;0.9577
29;48;740;5;0.9728
29;50;800;6;0.9721
29;53;359;7;0.9795
29;54;219;5;0.9832
29;55;667;8;0.9794
29;56;341;8;0.9728
29;58;212;9;0.9837
29;59;173;4;0.99
29;62;184;3;0.9727
29;63;529;11;0.9568
29;66;773;3;0.9893
29;67;610;14;0.9928
29;68;343;7;0.9602
29;69;916;7;0.9584
29;70;113;5;0.996
29;71;521;6;0.9908
29;73;288;5;0.9923
29;74;440;3;0.9928
29;83;931;5;0.9591
29;84;158;8;0.9715
29;89;636;5;0.9598
29;90;115;10;0.9821
29;94;491;3;0.9976
29;95;413;4;0.9682
29;99;850;6;0.9741
29;101;451;7;0.9891
29;102;872;14;0.9808
29;107;158;15;0.9837
29;109;662;14;0.979
29;111;733;7;0.9587
29;112;794;4;0.9801
29;114;194;3;0.9979
29;116;342;8;0.9534
29;119;474;10;0.9863
29;126;879;6;0.9676
29;127;758;11;0.9757
29;128;620;10;0.9607
29;129;110;12;0.9619
29;132;988;11;0.9818
29;133;615;3;0.969
29;135;899;10;0.9639
29;136;898;4;0.967
29;141;329;7;0.9797
29;146;460;15;0.9836
29;150;927;4;0.993
29;153;977;15;0.968
29;154;909;11;0.9517
29;159;201;8;0.9671
29;167;480;6;0.9858
29;168;559;4;0.9707
29;169;755;12;0.968
29;170;664;9;0.9972
29;173;730;13;0.987
29;175;807;3;0.9857
29;176;171;5;0.97
29;180;344;4;0.9508
29;181;405;12;0.9572
29;184;689;8;0.9855
29;188;570;9;0.9674
29;189;686;5;0.9937
29;190;363;12;0.9674
29;192;843;11;0.9537
29;193;974;9;0.9756
29;195;935;11;0.9895
29;196;943;9;0.9849
29;207;409;5;0.9859
29;208;587;8;0.9825
29;214;245;10;0.9662
29;215;116;3;0.9527
29;218;970;15;0.9573
29;219;962;10;0.989
29;222;255;4;0.9711
29;223;548;8;0.9705
29;227;840;13;0.9695
29;231;875;5;0.9896
29;232;898;7;0.9566
29;240;164;15;0.9799
29;241;975;4;0.9907
29;243;582;10;0.9625
29;246;300;13;0.9675
29;247;932;15;0.9522
30;32;958;15;0.9888
30;36;138;15;0.9702
30;38;681;7;0.9818
30;39;818;7;0.9745
30;40;501;3;0.9838
30;42;413;11;0.9776
30;45;590;4;0.9739
30;47;211;15;0.9893
30;50;884;15;0.959
30;53;256;5;0.993
30;54;700;4;0.97
30;70;721;8;0.9746
30;74;747;6;0.9723
30;75;424;8;0.9636
30;87;632;12;0.9534
30;89;395;12;0.9932
30;92;287;15;0.9617
30;94;569;13;0.9515
30;97;380;13;0.9754
30;99;228;15;0.9884
30;100;890;3;0.9594
30;102;269;15;0.9647
30;109;206;5;0.9986
30;111;968;7;0.9802
30;115;874;3;0.966
30;116;342;4;0.9563
30;117;576;9;0.969
30;118;589;10;0.9747
30;119;530;3;0.964
30;120;876;7;0.9917
30;121;845;12;0.9752
30;122;146;6;0.9949
30;123;512;12;0.9778
30;125;210;5;0.9633
30;127;101;11;0.9914
30;128;650;7;0.9515
30;129;612;3;0.9959
30;130;484;4;0.9697
30;131;919;12;0.9743
30;133;105;6;0.9654
30;134;321;15;0.9938
30;136;702;14;0.9502
30;137;832;4;0.9641
30;142;739;10;0.9602
30;143;386;13;0.9583
30;144;637;13;0.9807
30;149;378;13;0.9572
30;151;261;11;0.9616
30;154;841;3;0.9962
30;157;304;14;0.9604
30;159;289;3;0.9728
30;161;159;14;0.9722
30;163;208;5;0.9513
30;170;836;8;0.9648
30;173;440;5;0.956
30;175;842;10;0.978
30;180;515;10;0.9654
30;181;303;8;0.9728
30;185;165;9;0.9528
30;188;242;10;0.9824
30;189;432;13;0.9908
30;190;480;14;0.9647
30;191;823;6;0.9632
30;193;931;7;0.9951
30;197;142;15;0.9825
30;199;638;14;0.9708
30;200;788;13;0.9845
30;203;738;15;0.9542
30;205;403;10;0.9948
30;208;101;11;0.9632
30;211;619;15;0.9752
30;222;498;3;0.9753
30;223;160;15;0.9881
30;227;880;14;0.9614
30;230;947;15;0.9681
30;231;307;13;0.9799
30;234;772;7;0.9784
30;238;617;10;0.9802
30;239;485;11;0.9751
30;240;578;8;0.9946
30;242;269;12;0.9593
30;243;595;11;0.9578
30;245;199;14;0.9971
30;247;981;10;0.9977
30;249;116;5;0.9895
31;32;954;10;0.9626
31;35;673;4;0.9675
31;36;704;5;0.9878
31;38;939;11;0.9955
31;47;360;15;0.9715
31;48;895;15;0.9875
31;49;535;13;0.9868
31;50;945;5;0.9972
31;52;646;3;0.995
31;55;870;5;0.9678
31;60;928;3;0.9899
31;66;559;12;0.9972
31;70;740;11;0.9752
31;73;677;10;0.9552
31;76;262;7;0.9623
31;77;498;3;0.9767
31;80;455;5;0.9528
31;81;660;3;0.9871
31;82;865;10;0.9769
31;84;873;13;0.9974
31;88;968;4;0.9911
31;89;692;14;0.9534
31;90;160;4;0.9657
31;91;408;7;0.9679
31;93;344;5;0.9814
31;98;374;3;0.9599
31;99;451;10;0.9917
31;100;197;8;0.9698
31;101;943;4;0.9917
31;102;386;5;0.9959
31;103;345;6;0.9775
31;104;209;3;0.9804
31;112;714;12;0.9944
31;113;757;3;0.963
31;114;699;4;0.9829
31;115;143;6;0.9822
31;117;505;9;0.9779
31;118;904;15;0.9679
31;121;812;9;0.9632
31;123;479;11;0.9532
31;126;177;11;0.9538
31;127;577;10;0.9907
31;128;656;12;0.9556
31;130;414;4;0.9738
31;133;224;13;0.9926
31;134;929;10;0.992
31;138;336;5;0.9793
31;142;589;3;0.9984
31;143;558;10;0.9788
31;144;514;15;0.9671
31;146;212;11;0.9582
31;148;396;10;0.9924
31;151;596;15;0.9779
31;155;479;12;0.9704
31;157;225;11;0.9814
31;158;948;5;0.9831
31;162;890;11;0.9848
31;165;431;9;0.9934
31;166;955;12;0.9591
31;167;870;5;0.9515
31;168;177;3;0.9989
31;169;150;10;0.9657
31;172;323;6;0.9585
31;177;604;5;0.9584
31;178;408;3;0.9747
31;181;354;11;0.9617
31;186;258;13;0.9833
31;191;425;5;0.9953
31;194;282;15;0.951
31;195;115;4;0.9928
31;196;305;4;0.9978
31;197;683;9;0.9888
31;198;796;11;0.9798
31;200;310;12;0.9643
31;203;455;4;0.9985
31;205;835;7;0.9813
31;206;693;7;0.9665
31;208;854;5;0.9979
31;209;206;11;0.9696
31;210;863;11;0.9813
31;211;490;15;0.9611
31;212;910;14;0.9787
31;213;283;4;0.9858
31;216;855;13;0.9927
31;217;242;15;0.962
31;218;290;12;0.9659
31;219;977;14;0.9592
31;222;299;7;0.991
31;224;644;11;0.9517
31;225;401;12;0.9915
31;228;506;4;0.9677
31;230;725;7;0.9655
31;232;899;15;0.9617
31;234;248;15;0.9885
31;235;230;7;0.9692
31;243;481;15;0.9773
31;244;555;7;0.9655
31;247;646;11;0.9917
31;248;405;13;0.9923
31;249;491;13;0.9731
32;35;387;10;0.9628
32;36;380;5;0.9583
32;38;396;3;0.9589
32;41;823;14;0.9622
32;42;955;11;0.968
32;48;538;8;0.9615
32;49;534;7;0.9757
32;52;889;8;0.9893
32;59;387;5;0.9568
32;60;435;7;0.9521
32;64;894;6;0.9665
32;68;614;13;0.9957
32;69;811;3;0.9803
32;70;543;6;0.9819
32;72;482;10;0.957
32;73;922;11;0.9705
32;77;372;7;0.974
32;79;668;11;0.9595
32;80;781;11;0.9554
32;82;541;4;0.9763
32;90;420;5;0.9593
32;91;297;10;0.9653
32;92;867;11;0.9799
32;93;595;11;0.9658
32;95;554;7;0.9889
32;96;819;4;0.9749
32;102;998;7;0.9691
32;103;190;7;0.9981
32;104;320;13;0.9747
32;105;1000;12;0.9711
32;106;211;4;0.9691
32;107;163;7;0.9664
32;108;183;4;0.9984
32;111;581;5;0.9758
32;118;798;11;0.9709
32;119;881;14;0.9953
32;129;451;12;0.9609
32;130;150;4;0.9705
32;131;277;11;0.9524
32;140;909;6;0.9954
32;141;766;4;0.9527
32;144;242;4;0.995
32;147;934;7;0.9967
32;149;201;6;0.997
32;151;752;9;0.9696
32;154;466;9;0.9713
32;160;560;8;0.9569
32;161;753;12;0.9587
32;164;587;6;0.9658
32;166;796;11;0.9959
32;172;598;6;0.9797
32;173;479;4;0.9698
32;175;820;9;0.9792
32;176;618;11;0.9535
32;180;463;4;0.9707
32;181;244;7;0.9655
32;183;732;13;0.9724
32;186;381;6;0.9614
32;187;901;8;0.995
32;189;677;9;0.9746
32;190;728;13;0.9553
32;192;395;9;0.9603
32;193;849;7;0.9662
32;195;603;7;0.9694
32;198;283;13;0.9527
32;199;590;10;0.9907
32;202;522;15;0.9782
32;205;373;6;0.9733
32;206;201;3;0.9603
32;215;228;11;0.9986
32;216;797;4;0.955
32;217;159;6;0.9538
32;218;739;13;0.9797
32;219;430;13;0.9683
32;227;921;10;0.994
32;232;470;8;0.9789
32;235;534;14;0.9866
32;236;794;9;0.952
32;241;227;9;0.9541
32;243;827;3;0.9562
32;245;261;5;0.9938
32;247;839;12;0.9918
32;249;131;9;0.968
33;37;809;8;0.9592
33;42;638;13;0.9512
33;43;503;13;0.9926
33;45;691;10;0.9754
33;47;715;4;0.987
33;50;151;4;0.9739
33;53;301;10;0.9729
33;56;299;9;0.9648
33;57;221;6;0.9944
33;58;624;13;0.9543
33;60;657;11;0.9553
33;63;109;5;0.9657
33;65;483;11;0.953
33;67;405;14;0.9879
33;70;941;11;0.9851
33;71;647;8;0.999
33;72;259;7;0.9937
33;73;114;8;0.9544
33;75;763;5;0.9698
33;76;796;15;0.9609
33;79;405;7;0.9641
33;80;207;15;0.9958
33;81;870;5;0.9674
33;82;237;3;0.9843
33;84;424;15;0.9565
33;91;344;8;0.9969
33;92;339;13;0.9872
33;93;818;11;0.964
33;94;797;15;0.9818
33;98;573;11;0.9587
33;99;349;14;0.985
33;100;577;3;0.9984
33;103;162;4;0.9751
33;104;369;14;0.9609
33;106;590;6;0.9808
33;110;462;6;0.9865
33;111;387;12;0.9677
33;113;634;8;0.9571
33;114;445;7;0.9942
33;116;893;3;0.9769
33;117;999;10;0.9844
33;120;435;7;0.9754
33;121;614;6;0.9798
33;122;182;15;0.9532
33;123;619;8;0.9849
33;125;861;3;0.9608
33;126;423;3;0.9949
33;128;518;13;0.9653
33;131;410;5;0.9685
33;132;656;15;0.9549
33;133;107;11;0.9553
33;134;894;15;0.9913
33;137;916;11;0.9716
33;141;607;15;0.9726
33;149;799;13;0.9746
33;152;266;10;0.9534
33;155;752;12;0.9704
33;158;130;13;0.9837
33;160;891;11;0.9632
33;163;910;14;0.994
33;166;321;4;0.9921
33;170;280;13;0.9552
33;171;259;3;0.9814
33;172;548;8;0.9924
33;173;565;15;0.9777
33;174;423;7;0.9832
33;175;308;6;0.9976
33;180;989;6;0.9737
33;181;843;8;0.9837
33;187;794;14;0.991
33;188;541;11;0.9851
33;190;109;13;0.9662
33;191;371;12;0.9719
33;195;465;6;0.9673
33;199;634;9;0.9723
33;200;193;13;0.9981
33;202;665;15;0.9907
33;204;678;13;0.9584
33;205;615;11;0.9578
33;207;993;5;0.9887
33;208;924;10;0.9835
33;209;505;12;0.9653
33;213;105;14;0.9519
33;214;578;7;0.9854
33;216;855;11;0.9829
33;218;753;7;0.976
33;219;590;10;0.9859
33;220;739;10;0.9981
33;221;617;13;0.9583
33;224;649;8;0.9922
33;226;659;14;0.9636
33;228;745;13;0.9776
33;229;192;15;0.9598
33;236;163;9;0.9502
33;237;391;14;0.954
33;242;367;11;0.9583
33;244;189;15;0.9641
33;247;430;12;0.9722
33;249;848;7;0.9557
34;35;835;5;0.9907
34;37;246;3;0.9804
34;38;332;15;0.9546
34;39;378;6;0.9956
34;46;964;8;0.966
34;51;998;14;0.994
34;53;433;8;0.9785
34;55;686;12;0.9766
34;57;407;6;0.9726
34;67;282;13;0.9715
34;68;443;4;0.9805
34;74;358;10;0.9796
34;77;552;14;0.9516
34;81;446;3;0.9545
34;85;673;13;0.9704
34;89;290;11;0.9501
34;92;313;7;0.9551
34;93;656;3;0.9626
34;96;752;9;0.9899
34;97;793;4;0.9623
34;101;249;13;0.9612
34;104;441;10;0.9548
34;105;937;8;0.9847
34;108;587;15;0.9657
34;109;181;10;0.98
34;112;832;7;0.9587
34;113;804;9;0.9874
34;118;526;3;0.9776
34;119;185;5;0.9957
34;121;504;9;0.9835
34;122;167;14;0.9767
34;126;562;11;0.9882
34;127;957;5;0.9626
34;128;158;8;0.9568
34;130;731;7;0.9603
34;136;355;3;0.9531
34;137;667;10;0.9875
34;138;588;10;0.9836
34;139;752;12;0.9566
34;140;138;3;0.9924
34;144;527;8;0.9828
34;145;871;15;0.9909
34;147;945;10;0.9909
34;150;313;12;0.993
34;152;462;9;0.979
34;158;823;3;0.9861
34;160;662;15;0.9858
34;166;798;8;0.9583
34;167;831;5;0.9791
34;168;265;6;0.9856
34;169;831;4;0.9613
34;170;939;6;0.9576
34;175;366;6;0.9729
34;178;636;12;0.9821
34;181;886;14;0.9879
34;186;138;8;0.9816
34;190;943;14;0.9697
34;191;727;15;0.9625
34;192;248;15;0.9695
34;194;113;4;0.9601
34;199;870;9;0.9911
34;207;869;11;0.9901
34;208;550;14;0.9555
34;209;892;13;0.9538
34;214;709;4;0.9706
34;216;613;5;0.9754
34;220;795;14;0.9645
34;222;310;13;0.9938
34;224;835;11;0.9904
34;225;393;13;0.9954
34;228;845;9;0.9559
34;231;344;11;0.9646
34;235;911;8;0.9674
34;236;926;14;0.9844
34;239;490;15;0.9636
34;240;835;12;0.95
34;243;872;5;0.9786
35;36;121;9;0.9577
35;39;850;10;0.9584
35;44;294;9;0.9617
35;45;775;15;0.9764
35;46;387;5;0.9543
35;47;404;6;0.9975
35;51;385;15;0.9648
35;52;762;12;0.9738
35;56;680;9;0.958
35;57;403;10;0.9934
35;61;827;15;0.9651
35;62;127;9;0.9901
35;67;529;10;0.998
35;68;947;10;0.9794
35;71;993;11;0.982
35;77;695;15;0.9824
35;82;363;12;0.9876
35;84;832;14;0.9622
35;91;741;13;0.973
35;93;439;14;0.9601
35;95;151;14;0.9728
35;99;530;10;0.975
35;101;204;6;0.9694
35;103;417;14;0.9642
35;109;412;5;0.9811
35;113;156;9;0.9558
35;115;204;6;0.9971
35;117;362;12;0.9945
35;119;450;4;0.9678
35;120;150;8;0.9702
35;127;431;13;0.9967
35;128;456;14;0.959
35;130;434;3;0.9771
35;131;264;8;0.9563
35;132;629;5;0.9673
35;135;363;13;0.9687
35;140;144;14;0.9966
35;145;959;13;0.959
35;147;601;15;0.9574
35;148;392;15;0.9688
35;155;131;11;0.9773
35;156;669;5;0.9918
35;161;336;9;0.9869
35;168;336;12;0.974
35;170;980;5;0.9678
35;171;574;6;0.9964
35;172;706;8;0.9607
35;176;101;3;0.9505
35;179;653;6;0.9793
35;182;492;14;0.9651
35;187;569;9;0.9692
35;188;326;11;0.9681
35;191;284;15;0.984
35;193;192;13;0.9909
35;202;132;12;0.9929
35;206;280;7;0.9507
35;208;299;9;0.9639
35;211;791;5;0.9886
35;212;298;7;0.9577
35;213;639;7;0.9847
35;214;202;13;0.9692
35;217;304;6;0.9741
35;220;372;5;0.9905
35;224;309;4;0.9661
35;225;945;4;0.955
35;235;768;6;0.9897
35;237;921;3;0.9604
35;238;577;7;0.9883
35;240;216;9;0.9647
35;241;833;3;0.9597
35;242;306;8;0.9783
35;246;740;12;0.9594
35;247;757;15;0.9705
35;248;884;15;0.9629
36;37;818;5;0.9964
36;38;206;12;0.9752
36;39;961;4;0.9581
36;42;839;6;0.9745
36;43;105;8;0.9772
36;47;171;4;0.9638
36;51;358;11;0.9513
36;52;856;5;0.9651
36;57;278;11;0.979
36;60;674;8;0.9887
36;62;643;15;0.9762
36;63;358;10;0.9532
36;64;620;12;0.9712
36;66;104;10;0.9703
36;68;675;12;0.9777
36;69;215;5;0.9778
36;70;119;6;0.9548
36;72;762;13;0.9583
36;73;698;3;0.9783
36;74;586;13;0.9913
36;76;910;3;0.9884
36;77;559;12;0.997
36;79;647;5;0.9508
36;81;341;13;0.9622
36;90;325;4;0.9548
36;92;387;8;0.9593
36;93;694;4;0.9906
36;100;685;4;0.9682
36;101;885;6;0.9619
36;103;893;7;0.9578
36;104;232;4;0.9891
36;105;727;5;0.9751
36;107;958;8;0.9792
36;111;945;8;0.9945
36;114;908;9;0.9851
36;118;789;5;0.9949
36;123;364;3;0.9668
36;127;850;14;0.9753
36;128;498;8;0.9655
36;129;356;5;0.9942
36;132;983;7;0.998
36;133;226;6;0.9505
36;154;697;10;0.9561
36;166;893;8;0.9905
36;167;957;10;0.9574
36;172;993;11;0.9524
36;173;174;5;0.9984
36;174;954;10;0.9712
36;176;833;10;0.9525
36;179;407;14;0.9924
36;180;775;6;0.9805
36;181;220;3;0.9987
36;182;231;3;0.9704
36;185;669;12;0.9808
36;186;583;6;0.9852
36;190;902;6;0.9551
36;194;704;3;0.9535
36;196;792;4;0.9968
36;197;509;14;0.9541
36;198;304;3;0.9732
36;200;671;8;0.9827
36;201;120;7;0.9988
36;202;850;3;0.9965
36;204;870;11;0.9872
36;206;187;12;0.9935
36;207;963;5;0.9519
36;209;111;3;0.9707
36;211;558;15;0.9533
36;212;828;11;0.9918
36;213;742;15;0.9845
36;215;652;8;0.981
36;217;243;12;0.9709
36;220;186;13;0.9948
36;221;715;10;0.9985
36;223;260;10;0.9847
36;225;193;5;0.9594
36;226;349;9;0.9737
36;227;753;3;0.9622
36;228;700;11;0.9563
36;231;621;10;0.9685
36;232;268;14;0.9666
36;235;204;11;0.9798
36;240;429;8;0.9811
36;246;601;4;0.9629
36;247;444;12;0.9888
36;248;953;5;0.9724
36;249;339;5;0.974
37;38;352;11;0.9586
37;41;190;6;0.9613
37;43;122;13;0.9862
37;47;960;9;0.9743
37;50;435;13;0.9615
37;51;204;5;0.9725
37;53;483;11;0.9652
37;57;855;4;0.9566
37;59;734;15;0.9976
37;64;306;12;0.9797
37;68;850;14;0.9773
37;69;869;3;0.972
37;70;245;13;0.9985
37;75;399;8;0.9517
37;76;457;11;0.9696
37;78;632;4;0.9708
37;80;777;7;0.9845
37;81;552;6;0.9532
37;85;925;12;0.9598
37;86;242;7;0.9807
37;87;692;5;0.993
37;88;919;7;0.9776
37;90;954;15;0.9588
37;91;993;10;0.973
37;92;818;13;0.974
37;93;356;7;0.985
37;95;367;14;0.9523
37;98;519;14;0.9949
37;99;816;7;0.9761
37;101;192;7;0.9642
37;102;836;3;0.9511
37;103;579;11;0.964
37;104;407;11;0.9824
37;107;740;8;0.9823
37;109;339;15;0.9581
37;112;582;10;0.9811
37;114;613;11;0.9527
37;115;649;13;0.9758
37;117;646;4;0.9916
37;119;214;7;0.9769
37;123;304;6;0.9867
37;126;443;4;0.9951
37;128;401;14;0.9575
37;131;982;11;0.9682
37;133;390;14;0.9506
37;134;853;12;0.9909
37;136;258;12;0.9588
37;145;256;9;0.9729
37;149;954;7;0.9774
37;152;947;11;0.975
37;153;952;14;0.9594
37;158;336;15;0.9982
37;162;514;10;0.9639
37;164;528;8;0.9608
37;167;724;3;0.9801
37;168;501;10;0.9865
37;169;300;12;0.962
37;170;883;3;0.987
37;177;376;7;0.9641
37;178;222;8;0.9631
37;181;862;14;0.9839
37;182;683;5;0.9918
37;183;940;3;0.9763
37;184;917;12;0.9509
37;185;116;10;0.9641
37;188;577;7;0.9881
37;191;260;8;0.9757
37;194;451;11;0.9719
37;195;161;11;0.968
37;197;843;11;0.9818
37;198;346;13;0.9856
37;204;863;14;0.9512
37;205;566;6;0.9703
37;208;146;7;0.9643
37;210;660;11;0.9748
37;216;537;10;0.985
37;218;303;13;0.9742
37;224;235;13;0.9839
37;225;247;12;0.9709
37;229;350;7;0.9779
37;230;938;9;0.9586
37;232;753;15;0.9874
37;234;186;8;0.9894
37;235;709;7;0.9522
37;236;910;12;0.9537
37;238;571;15;0.962
37;242;545;6;0.9696
37;243;532;14;0.9568
37;244;922;3;0.9523
37;245;891;11;0.9508
37;247;908;8;0.9633
37;248;771;14;0.9594
37;249;668;8;0.9776
38;41;470;14;0.9988
38;46;647;6;0.9687
38;47;817;7;0.9824
38;51;838;15;0.9674
38;52;186;15;0.9737
38;53;160;6;0.9915
38;54;626;5;0.9654
38;56;237;12;0.9807
38;59;399;3;0.9911
38;61;131;9;0.9945
38;63;747;12;0.9973
38;67;377;13;0.9595
38;68;820;7;0.9574
38;69;580;12;0.9845
38;70;436;7;0.9917
38;73;922;11;0.9822
38;75;348;4;0.9747
38;76;505;11;0.9805
38;79;430;4;0.9727
38;81;202;13;0.9771
38;83;942;5;0.9854
38;85;742;14;0.9868
38;87;569;5;0.9581
38;90;280;3;0.9865
38;91;701;12;0.9846
38;92;579;15;0.9613
38;93;855;4;0.9683
38;95;905;8;0.9565
38;97;485;3;0.9556
38;102;615;10;0.9641
38;106;918;6;0.9853
38;108;774;4;0.9746
38;110;378;4;0.9562
38;111;210;5;0.9865
38;117;748;15;0.9712
38;118;612;10;0.9683
38;120;312;8;0.9749
38;122;218;10;0.9724
38;123;860;11;0.9923
38;127;639;5;0.9723
38;130;336;13;0.9831
38;131;749;7;0.9847
38;133;542;14;0.9752
38;134;613;7;0.9771
38;135;873;14;0.9832
38;140;129;4;0.9893
38;143;983;5;0.982
38;149;405;6;0.9612
38;156;529;10;0.9634
38;157;888;14;0.9868
38;159;885;6;0.9966
38;163;199;6;0.9701
38;164;277;15;0.9524
38;168;935;14;0.9691
38;169;140;6;0.9567
38;173;707;14;0.9989
38;175;146;12;0.986
38;176;765;7;0.9618
38;179;412;7;0.9862
38;180;822;11;0.9896
38;182;484;14;0.9575
38;185;933;4;0.9556
38;188;692;3;0.9968
38;189;385;14;0.9844
38;190;834;10;0.977
38;191;643;11;0.9613
38;194;695;4;0.9619
38;195;137;13;0.9705
38;199;856;11;0.9599
38;201;316;5;0.9588
38;204;575;14;0.9599
38;205;302;15;0.9658
38;207;455;7;0.9582
38;210;350;4;0.9761
38;220;984;10;0.9562
38;224;810;12;0.9537
38;225;354;3;0.9814
38;227;351;9;0.9912
38;228;672;3;0.9689
38;234;306;7;0.9784
38;237;742;13;0.9922
38;240;483;6;0.9605
38;241;654;3;0.975
38;242;658;11;0.9714
38;245;112;7;0.9883
38;246;374;14;0.993
38;248;256;8;0.9944
39;41;980;8;0.9671
39;44;124;5;0.9609
39;45;212;7;0.9724
39;50;248;15;0.965
39;51;839;6;0.9764
39;53;269;14;0.9876
39;54;931;14;0.9602
39;55;957;4;0.9849
39;56;980;3;0.9542
39;57;981;15;0.958
39;62;263;4;0.9732
39;65;896;6;0.959
39;67;115;6;0.9817
39;69;686;6;0.9911
39;72;232;5;0.9875
39;73;908;5;0.9614
39;76;477;3;0.9962
39;82;263;15;0.9904
39;88;647;9;0.9756
39;90;714;14;0.9734
39;91;505;13;0.966
39;96;847;7;0.9517
39;97;767;11;0.9517
39;99;889;11;0.9714
39;100;809;8;0.9814
39;104;691;15;0.965
39;109;587;15;0.9614
39;110;775;15;0.9812
39;111;802;4;0.9947
39;113;124;12;0.998
39;114;452;14;0.9505
39;115;429;7;0.9802
39;116;419;8;0.9852
39;117;899;8;0.9753
39;119;481;3;0.9983
39;121;302;12;0.9576
39;124;411;13;0.9631
39;125;791;13;0.9588
39;127;333;5;0.9553
39;132;350;7;0.9687
39;133;809;10;0.9525
39;136;732;11;0.9737
39;139;495;6;0.9928
39;145;711;4;0.9853
39;147;568;13;0.9927
39;149;688;15;0.9535
39;150;151;3;0.9943
39;151;775;9;0.9862
39;152;829;10;0.9885
39;153;995;14;0.9888
39;155;447;6;0.9743
39;160;437;13;0.9809
39;165;384;9;0.9825
39;166;657;11;0.9626
39;167;458;15;0.9558
39;172;978;5;0.9982
39;173;290;9;0.9906
39;174;337;4;0.9548
39;177;750;3;0.9674
39;178;576;4;0.9832
39;180;737;3;0.9669
39;182;498;8;0.9822
39;185;752;9;0.981
39;189;315;12;0.9984
39;191;991;8;0.9626
39;192;615;7;0.9796
39;194;537;13;0.9702
39;199;635;15;0.9805
39;201;433;15;0.9725
39;203;898;8;0.9524
39;205;264;12;0.9827
39;206;414;5;0.9834
39;210;169;8;0.9988
39;212;190;15;0.9783
39;214;378;5;0.9675
39;215;344;8;0.9649
39;218;986;3;0.9523
39;221;509;3;0.9878
39;226;107;15;0.9777
39;227;971;3;0.9877
39;229;137;7;0.9953
39;231;953;14;0.9796
39;235;983;14;0.9513
39;238;154;6;0.984
39;241;864;8;0.9813
39;242;853;6;0.9695
39;246;808;6;0.9513
39;247;427;6;0.9539
39;248;596;10;0.952
40;43;932;5;0.9766
40;45;935;9;0.9707
40;53;168;15;0.9614
40;57;236;12;0.9548
40;58;672;14;0.9929
40;60;381;13;0.9557
40;63;944;10;0.9797
40;67;208;12;0.9624
40;73;319;7;0.9786
40;80;391;6;0.9812
40;83;708;14;0.9626
40;84;299;6;0.9746
40;86;968;7;0.9989
40;88;999;10;0.9907
40;89;886;10;0.9859
40;91;824;12;0.9718
40;98;146;15;0.9501
40;99;640;8;0.9794
40;100;613;8;0.9789
40;101;561;10;0.9925
40;103;775;10;0.9751
40;107;246;5;0.991
40;110;356;14;0.982
40;111;469;7;0.9533
40;112;818;12;0.9848
40;116;452;9;0.9595
40;119;631;12;0.965
40;121;492;12;0.9617
40;126;737;10;0.9764
40;129;309;6;0.9557
40;133;751;11;0.9602
40;140;572;6;0.9759
40;143;962;11;0.9836
40;144;231;15;0.9794
40;148;313;7;0.9696
40;151;944;13;0.9743
40;152;246;6;0.976
40;154;968;15;0.9738
40;157;184;14;0.9658
40;158;490;4;0.9697
40;160;823;4;0.9843
40;162;760;9;0.9809
40;167;204;11;0.9728
40;172;158;12;0.9566
40;175;315;3;0.9956
40;176;560;10;0.9771
40;178;269;12;0.9657
40;180;536;14;0.9932
40;182;689;12;0.9981
40;184;144;12;0.9964
40;185;474;15;0.952
40;187;367;11;0.9552
40;189;357;7;0.9763
40;190;899;3;0.9636
40;193;582;12;0.9825
40;194;375;12;0.956
40;195;798;8;0.9944
40;198;794;3;0.9968
40;204;811;15;0.9689
40;207;771;12;0.9505
40;208;244;7;0.9914
40;209;337;3;0.9895
40;211;330;12;0.9947
40;213;435;9;0.988
40;214;554;13;0.9685
40;215;313;3;0.973
40;216;1000;13;0.9589
40;219;971;15;0.9857
40;222;946;11;0.9793
40;224;675;9;0.9963
40;228;777;7;0.983
40;229;690;11;0.9905
40;230;617;5;0.9672
40;233;515;11;0.9894
40;234;728;7;0.9804
40;237;340;10;0.9637
40;249;807;13;0.9877
41;43;706;4;0.9804
41;44;567;9;0.9719
41;45;100;6;0.9772
41;48;598;4;0.9756
41;52;179;11;0.9875
41;53;792;6;0.9787
41;54;597;11;0.9567
41;55;741;3;0.9763
41;57;657;4;0.9756
41;58;981;4;0.9614
41;60;798;14;0.9888
41;62;744;5;0.9883
41;63;446;11;0.9944
41;64;920;13;0.9708
41;65;141;5;0.9688
41;70;389;5;0.9845
41;73;493;6;0.9551
41;74;428;4;0.9817
41;78;819;7;0.9652
41;82;116;5;0.9843
41;83;828;3;0.9571
41;84;493;13;0.9718
41;89;843;13;0.9863
41;90;280;13;0.9737
41;91;469;10;0.963
41;92;517;13;0.9733
41;94;889;7;0.9746
41;99;694;7;0.9743
